member_id,age,self_identified_gender,join_date,membership_tenure_days,risk_level,churn,churn_label,engagement_score,engagement_level
MB00909,29,Male,2024-05-14,435,Low Risk,0,Retained,43.666666666666664,Medium Engagement
MB00910,29,Female,2023-10-03,659,Medium Risk,1,Churn,70.16666666666667,High Engagement
MB00911,17,Female,2024-09-10,316,Low Risk,0,Retained,82.58333333333334,High Engagement
MB00912,36,Female,2023-08-28,695,Medium Risk,1,Churn,33.75,Low Engagement
MB00913,27,Female,2024-04-12,467,Low Risk,0,Retained,68.08333333333334,High Engagement
MB00914,41,Female,2023-11-13,618,Medium Risk,1,Churn,67.0,High Engagement
MB00915,28,Other (self-described),2024-03-15,495,Low Risk,0,Retained,46.91666666666667,Medium Engagement
MB00916,29,Male,2024-08-13,344,Low Risk,0,Retained,29.500000000000004,Low Engagement
MB00917,16,Prefer not to say,2022-09-16,1041,High Risk,1,Churn,54.0,Medium Engagement
MB00918,21,Prefer not to say,2023-04-01,844,High Risk,1,Churn,63.083333333333336,High Engagement
MB00919,33,Female,2025-01-24,180,Active,0,Retained,19.333333333333332,Low Engagement
MB00920,14,Male,2022-12-11,955,High Risk,1,Churn,40.0,Medium Engagement
MB00921,45,Female,2024-01-20,550,Low Risk,0,Retained,66.25000000000001,High Engagement
MB00922,45,Female,2022-11-13,983,High Risk,1,Churn,53.25000000000001,Medium Engagement
MB00923,24,Male,2023-02-22,882,High Risk,1,Churn,43.50000000000001,Medium Engagement
MB00924,34,Male,2024-03-27,483,Low Risk,0,Retained,33.416666666666664,Low Engagement
MB00925,47,Male,2025-05-30,54,Active,0,Retained,49.75,Medium Engagement
MB00926,32,Female,2024-09-09,317,Low Risk,0,Retained,51.75000000000001,Medium Engagement
MB00927,39,Non-binary,2023-11-24,607,Medium Risk,1,Churn,39.25,Medium Engagement
MB00928,35,Male,2023-08-18,705,Medium Risk,1,Churn,32.0,Low Engagement
MB00929,17,Male,2024-09-21,305,Low Risk,0,Retained,12.000000000000002,Low Engagement
MB00930,32,Male,2025-01-25,179,Active,0,Retained,42.00000000000001,Medium Engagement
MB00931,33,Male,2023-01-15,920,High Risk,1,Churn,17.166666666666668,Low Engagement
MB00932,32,Male,2022-08-09,1079,High Risk,1,Churn,42.00000000000001,Medium Engagement
MB00933,20,Female,2023-12-11,590,Medium Risk,1,Churn,25.666666666666664,Low Engagement
MB00934,37,Female,2024-12-22,213,Active,0,Retained,18.166666666666664,Low Engagement
MB00935,18,Prefer not to say,2024-09-05,321,Low Risk,0,Retained,45.666666666666664,Medium Engagement
MB00936,43,Female,2025-06-03,50,Active,0,Retained,82.91666666666667,High Engagement
MB00937,25,Male,2022-10-23,1004,High Risk,1,Churn,9.166666666666668,Low Engagement
MB00938,25,Prefer not to say,2025-02-17,156,Active,0,Retained,38.33333333333333,Medium Engagement
MB00939,46,Male,2023-10-18,644,Medium Risk,1,Churn,98.00000000000001,High Engagement
MB00940,43,Male,2024-09-04,322,Low Risk,0,Retained,80.0,High Engagement
MB00941,46,Male,2023-11-10,621,Medium Risk,1,Churn,75.0,High Engagement
MB00942,19,Male,2023-07-30,724,Medium Risk,1,Churn,59.08333333333333,Medium Engagement
MB00943,47,Non-binary,2023-01-21,914,High Risk,1,Churn,36.416666666666664,Medium Engagement
MB00944,44,Female,2024-11-15,250,Active,0,Retained,94.16666666666667,High Engagement
MB00945,47,Prefer not to say,2025-06-11,42,Active,0,Retained,50.583333333333336,Medium Engagement
MB00946,16,Male,2025-01-28,176,Active,0,Retained,36.83333333333333,Medium Engagement
MB00947,24,Female,2022-11-07,989,High Risk,1,Churn,33.24999999999999,Low Engagement
MB00948,23,Female,2022-12-05,961,High Risk,1,Churn,24.16666666666667,Low Engagement
MB00949,31,Male,2023-09-25,667,Medium Risk,1,Churn,48.25000000000001,Medium Engagement
MB00950,12,Female,2023-09-22,670,Medium Risk,1,Churn,48.083333333333336,Medium Engagement
MB00951,39,Female,2023-07-15,739,Medium Risk,1,Churn,48.74999999999999,Medium Engagement
MB00952,32,Female,2024-12-18,217,Active,0,Retained,83.0,High Engagement
MB00953,22,Male,2022-10-23,1004,High Risk,1,Churn,75.50000000000001,High Engagement
MB00954,32,Prefer not to say,2024-04-03,476,Low Risk,0,Retained,31.666666666666664,Low Engagement
MB00955,19,Male,2024-05-10,439,Low Risk,0,Retained,45.58333333333333,Medium Engagement
MB00956,30,Other (self-described),2023-12-18,583,Medium Risk,1,Churn,40.0,Medium Engagement
MB00957,13,Male,2025-05-03,81,Active,0,Retained,72.83333333333334,High Engagement
MB00958,36,Female,2024-12-27,208,Active,0,Retained,41.33333333333333,Medium Engagement
MB00959,35,Female,2023-04-28,817,Medium Risk,1,Churn,46.916666666666664,Medium Engagement
MB00960,30,Prefer not to say,2025-03-26,119,Active,0,Retained,37.66666666666667,Medium Engagement
MB00961,29,Male,2023-09-19,673,Medium Risk,1,Churn,43.83333333333333,Medium Engagement
MB00962,47,Non-binary,2024-10-04,292,Low Risk,0,Retained,42.416666666666664,Medium Engagement
MB00963,29,Female,2024-05-04,445,Low Risk,0,Retained,46.166666666666664,Medium Engagement
MB00964,49,Female,2024-08-19,338,Low Risk,0,Retained,29.08333333333334,Low Engagement
MB00965,16,Female,2024-06-09,409,Low Risk,0,Retained,45.83333333333333,Medium Engagement
MB00966,13,Male,2023-05-19,796,Medium Risk,1,Churn,37.83333333333333,Medium Engagement
MB00967,47,Prefer not to say,2024-08-10,347,Low Risk,0,Retained,47.75,Medium Engagement
MB00968,23,Male,2023-10-28,634,Medium Risk,1,Churn,55.00000000000001,Medium Engagement
MB00969,29,Female,2024-02-02,537,Low Risk,0,Retained,64.91666666666667,High Engagement
MB00970,49,Female,2023-07-17,737,Medium Risk,1,Churn,45.5,Medium Engagement
MB00971,29,Female,2022-09-29,1028,High Risk,1,Churn,46.166666666666664,Medium Engagement
MB00972,21,Male,2023-05-04,811,Medium Risk,1,Churn,43.5,Medium Engagement
MB00973,27,Prefer not to say,2024-11-06,259,Active,0,Retained,9.166666666666666,Low Engagement
MB00974,38,Prefer not to say,2025-05-20,64,Active,0,Retained,2.8333333333333335,Low Engagement
MB00975,22,Male,2024-09-16,310,Low Risk,0,Retained,66.83333333333333,High Engagement
MB00976,30,Male,2023-09-28,664,Medium Risk,1,Churn,51.08333333333333,Medium Engagement
MB00977,25,Non-binary,2025-04-29,85,Active,0,Retained,35.25,Medium Engagement
MB00978,35,Female,2024-01-11,559,Low Risk,0,Retained,24.000000000000004,Low Engagement
MB00979,16,Male,2023-09-26,666,Medium Risk,1,Churn,50.33333333333334,Medium Engagement
MB00980,18,Male,2024-07-02,386,Low Risk,0,Retained,47.0,Medium Engagement
MB00981,36,Female,2023-03-24,852,High Risk,1,Churn,35.333333333333336,Medium Engagement
MB00982,30,Male,2025-03-01,144,Active,0,Retained,39.166666666666664,Medium Engagement
MB00983,43,Male,2025-04-03,111,Active,0,Retained,45.0,Medium Engagement
MB00984,16,Male,2023-05-09,806,Medium Risk,1,Churn,36.83333333333333,Medium Engagement
MB00985,27,Male,2024-01-12,558,Low Risk,0,Retained,46.08333333333333,Medium Engagement
MB00986,37,Non-binary,2023-06-20,764,Medium Risk,1,Churn,56.50000000000001,Medium Engagement
MB00987,14,Male,2024-03-16,494,Low Risk,0,Retained,51.66666666666666,Medium Engagement
MB00988,16,Non-binary,2024-10-03,293,Low Risk,0,Retained,62.0,High Engagement
MB00989,45,Female,2023-02-01,903,High Risk,1,Churn,80.00000000000001,High Engagement
MB00990,26,Prefer not to say,2023-02-22,882,High Risk,1,Churn,84.75000000000001,High Engagement
MB00991,45,Non-binary,2023-06-14,770,Medium Risk,1,Churn,24.5,Low Engagement
MB00992,27,Non-binary,2024-09-06,320,Low Risk,0,Retained,64.16666666666666,High Engagement
MB00993,19,Male,2023-10-03,659,Medium Risk,1,Churn,21.666666666666668,Low Engagement
MB00994,37,Female,2024-06-03,415,Low Risk,0,Retained,70.75000000000001,High Engagement
MB00995,49,Male,2025-03-17,128,Active,0,Retained,36.5,Medium Engagement
MB00996,34,Male,2022-10-20,1007,High Risk,1,Churn,36.91666666666667,Medium Engagement
MB00997,42,Male,2025-01-28,176,Active,0,Retained,59.41666666666667,Medium Engagement
MB00998,25,Non-binary,2022-09-14,1043,High Risk,1,Churn,65.33333333333333,High Engagement
MB00999,39,Female,2024-03-05,505,Low Risk,0,Retained,30.583333333333336,Low Engagement
MB01000,47,Female,2024-12-07,228,Active,0,Retained,36.41666666666667,Medium Engagement
MB01001,20,Female,2023-11-23,608,Medium Risk,1,Churn,24.666666666666664,Low Engagement
MB01002,40,Female,2022-12-06,960,High Risk,1,Churn,29.500000000000004,Low Engagement
MB01003,39,Female,2023-05-05,810,Medium Risk,1,Churn,12.75,Low Engagement
MB01004,12,Non-binary,2023-02-15,889,High Risk,1,Churn,16.833333333333332,Low Engagement
MB01005,36,Other (self-described),2023-07-22,732,Medium Risk,1,Churn,50.000000000000014,Medium Engagement
MB01006,41,Non-binary,2023-06-16,768,Medium Risk,1,Churn,38.74999999999999,Medium Engagement
MB01007,14,Female,2022-12-31,935,High Risk,1,Churn,52.33333333333333,Medium Engagement
MB01008,39,Male,2024-09-30,296,Low Risk,0,Retained,53.91666666666667,Medium Engagement
MB01009,21,Female,2024-01-18,552,Low Risk,0,Retained,22.083333333333336,Low Engagement
MB01010,18,Female,2024-10-30,266,Active,0,Retained,44.083333333333336,Medium Engagement
MB01011,24,Male,2022-08-06,1082,High Risk,1,Churn,66.66666666666667,High Engagement
MB01012,41,Female,2022-09-21,1036,High Risk,1,Churn,33.333333333333336,Low Engagement
MB01013,44,Female,2025-05-12,72,Active,0,Retained,17.5,Low Engagement
MB01014,39,Male,2023-06-02,782,Medium Risk,1,Churn,26.583333333333336,Low Engagement
MB01015,40,Male,2022-10-11,1016,High Risk,1,Churn,68.16666666666667,High Engagement
MB01016,13,Female,2024-12-12,223,Active,0,Retained,45.333333333333336,Medium Engagement
MB01017,26,Non-binary,2023-10-27,635,Medium Risk,1,Churn,51.16666666666667,Medium Engagement
MB01018,35,Female,2022-10-22,1005,High Risk,1,Churn,46.916666666666664,Medium Engagement
MB01019,37,Non-binary,2025-05-17,67,Active,0,Retained,35.83333333333334,Medium Engagement
MB01020,34,Male,2023-06-11,773,Medium Risk,1,Churn,40.416666666666664,Medium Engagement
MB01021,36,Male,2024-08-10,347,Low Risk,0,Retained,52.33333333333334,Medium Engagement
MB01022,37,Male,2022-10-12,1015,High Risk,1,Churn,59.333333333333336,Medium Engagement
MB01023,29,Female,2022-08-23,1065,High Risk,1,Churn,64.91666666666667,High Engagement
MB01024,24,Male,2022-09-21,1036,High Risk,1,Churn,40.666666666666664,Medium Engagement
MB01025,27,Prefer not to say,2024-02-03,536,Low Risk,0,Retained,9.166666666666666,Low Engagement
MB01026,48,Male,2022-12-17,949,High Risk,1,Churn,48.50000000000001,Medium Engagement
MB01027,15,Non-binary,2023-01-05,930,High Risk,1,Churn,41.25,Medium Engagement
MB01028,35,Female,2024-07-18,370,Low Risk,0,Retained,27.500000000000004,Low Engagement
MB01029,33,Female,2023-01-22,913,High Risk,1,Churn,50.583333333333336,Medium Engagement
MB01030,43,Prefer not to say,2025-05-14,70,Active,0,Retained,33.0,Low Engagement
MB01031,28,Female,2023-09-26,666,Medium Risk,1,Churn,45.0,Medium Engagement
MB01032,17,Female,2024-10-21,275,Active,0,Retained,76.5,High Engagement
MB01033,23,Female,2025-02-14,159,Active,0,Retained,19.916666666666664,Low Engagement
MB01034,36,Female,2025-04-02,112,Active,0,Retained,44.74999999999999,Medium Engagement
MB01035,17,Female,2023-06-12,772,Medium Risk,1,Churn,64.00000000000001,High Engagement
MB01036,46,Male,2024-06-26,392,Low Risk,0,Retained,39.5,Medium Engagement
MB01037,12,Male,2023-05-13,802,Medium Risk,1,Churn,69.33333333333334,High Engagement
MB01038,29,Female,2025-04-14,100,Active,0,Retained,59.833333333333336,Medium Engagement
MB01039,20,Male,2024-07-22,366,Low Risk,0,Retained,28.416666666666668,Low Engagement
MB01040,14,Female,2023-11-26,605,Medium Risk,1,Churn,82.83333333333334,High Engagement
MB01041,29,Male,2023-03-03,873,High Risk,1,Churn,29.500000000000004,Low Engagement
MB01042,49,Female,2024-07-18,370,Low Risk,0,Retained,49.166666666666664,Medium Engagement
MB01043,37,Prefer not to say,2023-08-26,697,Medium Risk,1,Churn,16.333333333333332,Low Engagement
MB01044,29,Female,2022-11-22,974,High Risk,1,Churn,70.16666666666667,High Engagement
MB01045,22,Female,2023-09-06,686,Medium Risk,1,Churn,67.66666666666667,High Engagement
MB01046,14,Female,2024-10-17,279,Active,0,Retained,32.24999999999999,Low Engagement
MB01047,20,Female,2025-05-28,56,Active,0,Retained,24.666666666666664,Low Engagement
MB01048,21,Male,2022-12-09,957,High Risk,1,Churn,42.50000000000001,Medium Engagement
MB01049,32,Male,2025-05-31,53,Active,0,Retained,50.33333333333333,Medium Engagement
MB01050,33,Male,2022-12-04,962,High Risk,1,Churn,49.083333333333336,Medium Engagement
MB01051,33,Female,2023-12-07,594,Medium Risk,1,Churn,49.75000000000001,Medium Engagement
MB01052,29,Male,2022-09-26,1031,High Risk,1,Churn,43.83333333333333,Medium Engagement
MB01053,25,Prefer not to say,2023-02-23,881,High Risk,1,Churn,34.583333333333336,Low Engagement
MB01054,35,Female,2022-07-26,1093,High Risk,1,Churn,34.666666666666664,Low Engagement
MB01055,46,Female,2024-06-14,404,Low Risk,0,Retained,75.75,High Engagement
MB01056,47,Prefer not to say,2023-03-28,848,High Risk,1,Churn,47.75,Medium Engagement
MB01057,34,Non-binary,2024-04-20,459,Low Risk,0,Retained,32.75,Low Engagement
MB01058,23,Female,2024-01-28,542,Low Risk,0,Retained,19.916666666666664,Low Engagement
MB01059,21,Female,2023-08-24,699,Medium Risk,1,Churn,36.74999999999999,Medium Engagement
MB01060,17,Male,2022-12-05,961,High Risk,1,Churn,18.083333333333336,Low Engagement
MB01061,40,Male,2022-08-09,1079,High Risk,1,Churn,46.583333333333336,Medium Engagement
MB01062,45,Male,2023-03-27,849,High Risk,1,Churn,66.66666666666667,High Engagement
MB01063,45,Male,2024-04-04,475,Low Risk,0,Retained,52.083333333333336,Medium Engagement
MB01064,28,Female,2024-03-31,479,Low Risk,0,Retained,18.583333333333336,Low Engagement
MB01065,27,Non-binary,2023-04-29,816,Medium Risk,1,Churn,47.0,Medium Engagement
MB01066,17,Prefer not to say,2024-10-11,285,Low Risk,0,Retained,35.58333333333333,Medium Engagement
MB01067,45,Male,2025-02-25,148,Active,0,Retained,60.416666666666664,High Engagement
MB01068,25,Male,2024-06-10,408,Low Risk,0,Retained,72.50000000000001,High Engagement
MB01069,27,Male,2024-08-21,336,Low Risk,0,Retained,12.333333333333334,Low Engagement
MB01070,49,Non-binary,2024-08-11,346,Low Risk,0,Retained,38.833333333333336,Medium Engagement
MB01071,39,Male,2024-10-17,279,Low Risk,0,Retained,45.41666666666666,Medium Engagement
MB01072,34,Male,2025-05-09,75,Active,0,Retained,51.66666666666667,Medium Engagement
MB01073,24,Non-binary,2025-06-03,50,Active,0,Retained,26.583333333333336,Low Engagement
MB01074,35,Female,2022-08-06,1082,High Risk,1,Churn,75.00000000000001,High Engagement
MB01075,35,Female,2024-03-24,486,Low Risk,0,Retained,75.00000000000001,High Engagement
MB01076,18,Female,2024-05-09,440,Low Risk,0,Retained,61.33333333333334,High Engagement
MB01077,13,Male,2023-06-30,754,Medium Risk,1,Churn,72.83333333333334,High Engagement
MB01078,22,Male,2024-11-02,263,Active,0,Retained,4.000000000000001,Low Engagement
MB01079,30,Non-binary,2022-09-15,1042,High Risk,1,Churn,59.333333333333336,Medium Engagement
MB01080,36,Female,2023-03-08,868,High Risk,1,Churn,33.833333333333336,Low Engagement
MB01081,30,Female,2025-03-19,126,Active,0,Retained,24.666666666666664,Low Engagement
MB01082,29,Male,2024-04-04,475,Low Risk,0,Retained,68.33333333333333,High Engagement
MB01083,13,Prefer not to say,2022-11-29,967,High Risk,1,Churn,23.75,Low Engagement
MB01084,14,Male,2022-09-20,1037,High Risk,1,Churn,73.5,High Engagement
MB01085,45,Female,2024-02-11,528,Low Risk,0,Retained,80.00000000000001,High Engagement
MB01086,25,Non-binary,2023-09-08,684,Medium Risk,1,Churn,35.25,Medium Engagement
MB01087,29,Non-binary,2024-12-27,208,Active,0,Retained,44.83333333333333,Medium Engagement
MB01088,36,Female,2022-08-02,1086,High Risk,1,Churn,35.916666666666664,Medium Engagement
MB01089,18,Male,2024-10-19,277,Active,0,Retained,67.75000000000001,High Engagement
MB01090,30,Prefer not to say,2022-09-22,1035,High Risk,1,Churn,39.583333333333336,Medium Engagement
MB01091,44,Prefer not to say,2023-08-01,722,Medium Risk,1,Churn,92.0,High Engagement
MB01092,38,Non-binary,2023-09-14,678,Medium Risk,1,Churn,46.166666666666664,Medium Engagement
MB01093,46,Female,2023-12-24,577,Medium Risk,1,Churn,21.000000000000004,Low Engagement
MB01094,48,Female,2024-10-20,276,Active,0,Retained,28.666666666666668,Low Engagement
MB01095,43,Non-binary,2024-12-16,219,Active,0,Retained,50.5,Medium Engagement
MB01096,21,Male,2024-10-31,265,Active,0,Retained,40.416666666666664,Medium Engagement
MB01097,29,Male,2024-12-06,229,Active,0,Retained,36.5,Medium Engagement
MB01098,47,Female,2023-03-15,861,High Risk,1,Churn,28.749999999999996,Low Engagement
MB01099,18,Prefer not to say,2024-06-15,403,Low Risk,0,Retained,55.41666666666667,Medium Engagement
MB01100,19,Female,2025-04-22,92,Active,0,Retained,35.75000000000001,Medium Engagement
MB01101,47,Other (self-described),2022-08-25,1063,High Risk,1,Churn,35.5,Medium Engagement
MB01102,46,Female,2022-11-24,972,High Risk,1,Churn,21.000000000000004,Low Engagement
MB01103,44,Female,2022-10-08,1019,High Risk,1,Churn,17.5,Low Engagement
MB01104,39,Male,2022-07-29,1090,High Risk,1,Churn,69.08333333333334,High Engagement
MB01105,24,Male,2024-12-19,216,Active,0,Retained,54.66666666666667,Medium Engagement
MB01106,38,Female,2024-04-27,452,Low Risk,0,Retained,52.83333333333334,Medium Engagement
MB01107,28,Male,2023-04-07,838,High Risk,1,Churn,86.41666666666667,High Engagement
MB01108,28,Male,2023-06-12,772,Medium Risk,1,Churn,86.41666666666667,High Engagement
MB01109,20,Male,2025-01-10,194,Active,0,Retained,75.25,High Engagement
MB01110,39,Male,2023-02-05,899,High Risk,1,Churn,45.41666666666666,Medium Engagement
MB01111,23,Female,2024-10-26,270,Active,0,Retained,38.91666666666666,Medium Engagement
MB01112,41,Prefer not to say,2024-10-27,269,Active,0,Retained,49.666666666666664,Medium Engagement
MB01113,23,Female,2023-11-29,602,Medium Risk,1,Churn,54.41666666666667,Medium Engagement
MB01114,39,Male,2023-09-30,662,Medium Risk,1,Churn,91.16666666666666,High Engagement
MB01115,32,Prefer not to say,2023-10-14,648,Medium Risk,1,Churn,31.666666666666664,Low Engagement
MB01116,49,Non-binary,2025-03-17,128,Active,0,Retained,47.25,Medium Engagement
MB01117,41,Female,2022-12-01,965,High Risk,1,Churn,33.333333333333336,Low Engagement
MB01118,26,Male,2024-09-13,313,Low Risk,0,Retained,61.75000000000001,High Engagement
MB01119,39,Male,2025-02-05,168,Active,0,Retained,91.83333333333334,High Engagement
MB01120,29,Male,2022-11-19,977,High Risk,1,Churn,65.58333333333334,High Engagement
MB01121,37,Male,2022-09-09,1048,High Risk,1,Churn,32.166666666666664,Low Engagement
MB01122,32,Prefer not to say,2022-12-17,949,High Risk,1,Churn,31.666666666666664,Low Engagement
MB01123,20,Female,2023-02-11,893,High Risk,1,Churn,65.33333333333334,High Engagement
MB01124,27,Non-binary,2023-07-26,728,Medium Risk,1,Churn,30.91666666666667,Low Engagement
MB01125,42,Male,2023-11-14,617,Medium Risk,1,Churn,63.83333333333333,High Engagement
MB01126,39,Male,2025-03-22,123,Active,0,Retained,44.666666666666664,Medium Engagement
MB01127,40,Male,2024-04-13,466,Low Risk,0,Retained,46.583333333333336,Medium Engagement
MB01128,20,Prefer not to say,2024-05-22,427,Low Risk,0,Retained,42.083333333333336,Medium Engagement
MB01129,47,Prefer not to say,2024-09-19,307,Low Risk,0,Retained,22.333333333333332,Low Engagement
MB01130,45,Other (self-described),2023-05-14,801,Medium Risk,1,Churn,38.0,Medium Engagement
MB01131,28,Male,2024-01-11,559,Low Risk,0,Retained,42.50000000000001,Medium Engagement
MB01132,17,Female,2025-03-28,117,Active,0,Retained,55.333333333333336,Medium Engagement
MB01133,19,Non-binary,2024-10-31,265,Active,0,Retained,54.833333333333336,Medium Engagement
MB01134,32,Prefer not to say,2023-06-26,758,Medium Risk,1,Churn,69.5,High Engagement
MB01135,19,Female,2025-04-02,112,Active,0,Retained,88.83333333333334,High Engagement
MB01136,47,Other (self-described),2022-12-29,937,High Risk,1,Churn,35.5,Medium Engagement
MB01137,34,Female,2024-01-12,558,Low Risk,0,Retained,47.41666666666667,Medium Engagement
MB01138,25,Male,2024-01-28,542,Low Risk,0,Retained,30.583333333333336,Low Engagement
MB01139,48,Male,2023-10-01,661,Medium Risk,1,Churn,64.16666666666667,High Engagement
MB01140,29,Male,2023-01-26,909,High Risk,1,Churn,40.916666666666664,Medium Engagement
MB01141,33,Prefer not to say,2024-06-17,401,Low Risk,0,Retained,51.74999999999999,Medium Engagement
MB01142,45,Male,2023-07-01,753,Medium Risk,1,Churn,43.33333333333333,Medium Engagement
MB01143,27,Non-binary,2023-10-29,633,Medium Risk,1,Churn,47.833333333333336,Medium Engagement
MB01144,16,Female,2024-09-11,315,Low Risk,0,Retained,45.83333333333333,Medium Engagement
MB01145,41,Prefer not to say,2022-11-30,966,High Risk,1,Churn,65.41666666666667,High Engagement
MB01146,30,Female,2023-02-24,880,High Risk,1,Churn,58.50000000000001,Medium Engagement
MB01147,46,Female,2023-07-22,732,Medium Risk,1,Churn,42.333333333333336,Medium Engagement
MB01148,26,Prefer not to say,2022-12-30,936,High Risk,1,Churn,84.75000000000001,High Engagement
MB01149,31,Non-binary,2022-12-12,954,High Risk,1,Churn,65.08333333333334,High Engagement
MB01150,29,Female,2023-05-30,785,Medium Risk,1,Churn,59.833333333333336,Medium Engagement
MB01151,47,Female,2023-01-13,922,High Risk,1,Churn,34.25,Low Engagement
MB01152,33,Non-binary,2023-06-11,773,Medium Risk,1,Churn,51.583333333333336,Medium Engagement
MB01153,36,Non-binary,2023-06-29,755,Medium Risk,1,Churn,18.166666666666664,Low Engagement
MB01154,34,Non-binary,2023-09-03,689,Medium Risk,1,Churn,43.16666666666666,Medium Engagement
MB01155,33,Male,2023-04-13,832,High Risk,1,Churn,49.083333333333336,Medium Engagement
MB01156,23,Female,2025-01-05,199,Active,0,Retained,53.66666666666667,Medium Engagement
MB01157,16,Female,2022-11-27,969,High Risk,1,Churn,28.666666666666668,Low Engagement
MB01158,27,Male,2022-12-07,959,High Risk,1,Churn,33.416666666666664,Low Engagement
MB01159,40,Female,2025-05-22,62,Active,0,Retained,29.500000000000004,Low Engagement
MB01160,41,Non-binary,2023-01-25,910,High Risk,1,Churn,20.666666666666668,Low Engagement
MB01161,37,Female,2025-02-05,168,Active,0,Retained,15.666666666666668,Low Engagement
MB01162,27,Male,2024-07-01,387,Low Risk,0,Retained,12.333333333333334,Low Engagement
MB01163,18,Male,2023-04-23,822,Medium Risk,1,Churn,46.08333333333333,Medium Engagement
MB01164,41,Male,2025-01-02,202,Active,0,Retained,35.75,Medium Engagement
MB01165,16,Female,2023-02-02,902,High Risk,1,Churn,45.83333333333333,Medium Engagement
MB01166,36,Female,2023-01-18,917,High Risk,1,Churn,47.666666666666664,Medium Engagement
MB01167,47,Male,2023-12-30,571,Medium Risk,1,Churn,45.416666666666664,Medium Engagement
MB01168,32,Male,2025-06-16,37,Active,0,Retained,50.083333333333336,Medium Engagement
MB01169,48,Male,2024-08-21,336,Low Risk,0,Retained,48.50000000000001,Medium Engagement
MB01170,19,Female,2023-09-04,688,Medium Risk,1,Churn,13.166666666666668,Low Engagement
MB01171,33,Male,2022-08-13,1075,High Risk,1,Churn,17.166666666666668,Low Engagement
MB01172,24,Female,2023-08-20,703,Medium Risk,1,Churn,63.25000000000001,High Engagement
MB01173,35,Non-binary,2024-09-19,307,Low Risk,0,Retained,37.0,Medium Engagement
MB01174,41,Prefer not to say,2023-08-17,706,Medium Risk,1,Churn,49.666666666666664,Medium Engagement
MB01175,39,Other (self-described),2023-11-25,606,Medium Risk,1,Churn,38.74999999999999,Medium Engagement
MB01176,45,Male,2023-03-15,861,High Risk,1,Churn,66.66666666666667,High Engagement
MB01177,31,Prefer not to say,2025-03-01,144,Active,0,Retained,45.25,Medium Engagement
MB01178,45,Male,2023-04-04,841,High Risk,1,Churn,66.50000000000001,High Engagement
MB01179,44,Male,2023-11-24,607,Medium Risk,1,Churn,47.91666666666667,Medium Engagement
MB01180,42,Female,2022-09-01,1056,High Risk,1,Churn,83.41666666666667,High Engagement
MB01181,20,Female,2024-06-23,395,Low Risk,0,Retained,43.833333333333336,Medium Engagement
MB01182,40,Male,2023-08-19,704,Medium Risk,1,Churn,61.00000000000001,High Engagement
MB01183,19,Female,2022-10-04,1023,High Risk,1,Churn,40.416666666666664,Medium Engagement
MB01184,21,Male,2025-03-05,140,Active,0,Retained,43.5,Medium Engagement
MB01185,27,Other (self-described),2022-09-28,1029,High Risk,1,Churn,53.0,Medium Engagement
MB01186,20,Female,2023-06-21,763,Medium Risk,1,Churn,28.666666666666668,Low Engagement
MB01187,41,Prefer not to say,2025-04-11,103,Active,0,Retained,56.25,Medium Engagement
MB01188,29,Male,2024-08-06,351,Low Risk,0,Retained,43.666666666666664,Medium Engagement
MB01189,27,Male,2023-05-30,785,Medium Risk,1,Churn,33.416666666666664,Low Engagement
MB01190,39,Female,2025-04-12,102,Active,0,Retained,33.58333333333333,Low Engagement
MB01191,46,Non-binary,2023-10-11,651,Medium Risk,1,Churn,38.33333333333333,Medium Engagement
MB01192,14,Male,2024-06-19,399,Low Risk,0,Retained,87.16666666666667,High Engagement
MB01193,27,Female,2023-08-31,692,Medium Risk,1,Churn,60.583333333333336,High Engagement
MB01194,15,Male,2025-05-05,79,Active,0,Retained,30.000000000000004,Low Engagement
MB01195,29,Male,2022-12-07,959,High Risk,1,Churn,34.583333333333336,Low Engagement
MB01196,49,Male,2022-08-21,1067,High Risk,1,Churn,22.499999999999996,Low Engagement
MB01197,38,Prefer not to say,2022-08-26,1062,High Risk,1,Churn,2.8333333333333335,Low Engagement
MB01198,28,Female,2023-04-16,829,Medium Risk,1,Churn,60.00000000000001,High Engagement
MB01199,24,Prefer not to say,2025-02-04,169,Active,0,Retained,38.74999999999999,Medium Engagement
MB01200,40,Male,2023-04-07,838,High Risk,1,Churn,49.333333333333336,Medium Engagement
MB01201,32,Male,2025-05-27,57,Active,0,Retained,26.333333333333332,Low Engagement
MB01202,43,Male,2025-05-30,54,Active,0,Retained,80.0,High Engagement
MB01203,30,Female,2024-07-13,375,Low Risk,0,Retained,50.16666666666667,Medium Engagement
MB01204,17,Female,2024-01-19,551,Low Risk,0,Retained,40.333333333333336,Medium Engagement
MB01205,27,Male,2023-03-25,851,High Risk,1,Churn,33.416666666666664,Low Engagement
MB01206,48,Male,2023-06-26,758,Medium Risk,1,Churn,41.33333333333333,Medium Engagement
MB01207,24,Female,2024-03-05,505,Low Risk,0,Retained,55.750000000000014,Medium Engagement
MB01208,45,Female,2024-09-04,322,Low Risk,0,Retained,66.25000000000001,High Engagement
MB01209,42,Female,2022-07-27,1092,High Risk,1,Churn,24.333333333333336,Low Engagement
MB01210,23,Male,2024-03-26,484,Low Risk,0,Retained,64.83333333333334,High Engagement
MB01211,27,Male,2024-02-28,511,Low Risk,0,Retained,1.3333333333333335,Low Engagement
